works_reference,author_name,title,want_to_read,currently_reading,already_read,rating_average,rating_count,rating_1,rating_2,rating_3,rating_4,rating_5,subjects,description_text,NPS,NPS_rank
/works/OL17075811W,Yuval Noah Harari,Sapiens,1958,167,152,4.316326530612245,98,3,4,9,25,57,"['Cronología histórica' 'Technology and civilization'
 'Tecnología y civilización' 'Human beings' 'Historical Chronology'
 'Historia universal' 'Historia' 'Civilization' 'Hombre' 'World history'
 'History' 'Non-Fiction' 'Science' 'SCIENCE / Life Sciences / General'
 'SCIENCE / General' 'SCIENCE / Life Sciences / Evolution'
 'Weltgeschichte' 'Civilization, history' 'Chronology, historical'
 'Chronologie historique' 'Technologie et civilisation'
 'Histoire universelle' 'Histoire' 'Humans' 'Civilisation' 'Homme'
 'nyt:combined-print-and-e-book-nonfiction=2015-03-01'
 'New York Times bestseller' 'Life Sciences' 'Evolution' 'General'
 'Menschheit' 'Humanité' 'Människan' 'Fysisk antropologi' 'Human'
 'Sapiens' 'nyt:paperback-nonfiction=2018-06-03'
 'Comics & graphic novels, adaptations' 'Zivilisation' 'Society'
 'Psychology' 'Economic history' 'SCIENCE']",,0.41836734693877553,178.0
/works/OL81633W,Stephen King,The Shining,1428,96,258,4.133689839572193,187,0,6,38,68,75,"['Fiction' 'horror fiction' 'demonology' 'precognition' 'authors'
 'hotelkeepers' 'gothic & horror' 'paranormal fiction suspense & thriller'
 'horror' 'supernatural thrillers' 'ghost fiction' 'horror tales'
 'haunted houses' 'backstories' 'property' 'caretakers' 'cabin fever'
 'alcoholism' 'plays' 'psychics' 'telepathy' 'clairvoyance' 'ghosts'
 'topiary' 'roque' 'Fiction, occult & supernatural' 'Fiction, horror'
 'Torrance, jack (fictitious character), fiction' 'Colorado, fiction'
 'American literature' 'Families' 'Large type books' 'Family'
 'nyt:e-book-fiction=2013-10-13' 'New York Times bestseller'
 'Fiction in English' 'Fiction, thrillers, psychological'
 'Fiction, thrillers, suspense' 'Hotels' 'Horror tales' 'Occultism'
 'Paranormal fiction' 'Extrasensory perception' 'Hotelkeepers' 'Ghosts']","The Shining is a 1977 horror novel by American author Stephen King. It is King's third published novel and first hardback bestseller; its success firmly established King as a preeminent author in the horror genre. The setting and characters are influenced by King's personal experiences, including both his visit to The Stanley Hotel in 1974 and his struggle with alcoholism. The book was followed by a sequel, Doctor Sleep, published in 2013.

The Shining centers on the life of Jack Torrance, a struggling writer and recovering alcoholic who accepts a position as the off-season caretaker of the historic Overlook Hotel in the Colorado Rockies. His family accompanies him on this job, including his young son Danny Torrance, who possesses ""the shining"", an array of psychic abilities that allow Danny to see the hotel's horrific past. Soon, after a winter storm leaves them snowbound, the supernatural forces inhabiting the hotel influence Jack's sanity, leaving his wife and son in incredible danger.


----------
Also contained in:

 - [Carrie / Night Shift / 'Salem's Lot / Shining](https://openlibrary.org/works/OL14917547W)
 - [Works (Danse Macabre / Salem's Lot / Shining)](https://openlibrary.org/works/OL24233994W)",0.1657754010695187,498.0
/works/OL61982W,Όμηρος,Ὀδύσσεια,516,20,126,3.99,100,0,9,20,34,37,"['great_books_of_the_western_world' 'Odysseus (Greek mythology)' 'Readers'
 'Dialects' 'Poetry' 'Fiction' 'Classical literature'
 'Odiseo (Mitología griega)' 'Open Library Staff Picks'
 'Juvenile literature' 'Horses' 'Mythology, Greek, in literature'
 'Diseases' 'Greek Mythology' 'great_books' 'Criticism and interpretation'
 'Literatura grega clássica' 'Greeks' 'Classic Literature' 'Homer'
 'Greek Epic poetry' 'Greek Gods' 'Hymns, Greek (Classical)'
 'Greek poetry' 'Epic poetry' 'Greek Epic poety' 'Greek language'
 'Odysseus (Greekmythology)' 'History and criticism' 'Early works to 1800'
 'Poesía' 'Poesia épica' 'Poesía épica griega' 'Greek literature'
 'Long Now Manual for Civilization' 'Achilles (Greek mythology) -- Poetry'
 'Poésie' 'Trojan War -- Poetry' 'Trojan War. fast (OCoLC)fst01157294'
 'Epen' 'Klassieke oudheid' 'Grieks' 'Poésie épique grecque' 'Mythology'
 'Poetry as Topic' 'Greek World' 'Adaptations' 'Mythology, greek'
 'Greek poetry, history and criticism'
 'Poetry (poetic works by one author)'
 'Continental european drama (dramatic works by one author)'
 ""Children's poetry"" 'Mythology, classical'
 'Drama (dramatic works by one author)' 'Classical mythology'
 'In literature' 'Mythology, juvenile literature' 'Literature'
 'open_syllabus_project' 'Drama' ""Children's fiction"" 'Fairy tales'
 'Greece, fiction' 'La Guerra de Troya' 'Mitología, Griega'
 'Continental european fiction (fictional works by one author)'
 'Greek language, readers' 'Translations into English'
 'Greek literature, translations into english'
 'Fiction (fictional works by one author)' 'Classical Epic poetry'
 'Classical literature, translations into english' 'POETRY'
 'Ancient, Classical & Medieval' 'Translations'
 'Odysseus (Classical mythology.)' 'Ancient & Classical' 'Epic'
 'Translations into Ukrainian' 'Trojan War' 'Translations into Italian'
 'Translations into Greek (Modern Greek)' 'Translations into Latin']",,0.08,641.5
/works/OL102749W,Herman Melville,Moby Dick,641,40,122,3.688172043010753,93,5,12,16,34,26,"['American Sea stories' 'Mentally ill' 'Whaling'
 'Science Fiction & Fantasy' 'Whales' 'great_books_of_the_western_world'
 'Translations into French' 'Literature'
 'Captain Ahab (Fictitious character)' 'American Adventure stories'
 'Sailors' 'Sea stories' 'Classic Literature' 'Whaling in literature'
 'Young Adult Fiction' 'Open Library Staff Picks' 'open_syllabus_project'
 'Fiction' 'Ship captains' 'Whaling ships' 'Juvenile fiction' 'Chasse'
 'Whales in literature' 'Shipwrecks' 'Baleines'
 'Long Now Manual for Civilization' 'General' 'Children: Grades 4-6'
 'American fiction (fictional works by one author)'
 'Ahab, captain (fictitious character), fiction' 'Whaling, fiction'
 ""Children's fiction"" 'Whales, fiction' 'Fiction, action & adventure'
 'Fiction, psychological' 'Literature and fiction (general)'
 'Fiction, sea stories' 'Fiction, fantasy, epic'
 'Poetry (poetic works by one author)' 'Melville, herman, 1819-1891'
 'American literature, history and criticism'
 'Sea stories, history and criticism' 'Large type books'
 'Literature and fiction, action and adventure' 'Illustrations'
 'Pictorial works' 'Drama (dramatic works by one author)'
 'Picture-writing in literature' 'Readers (Primary)'
 'Readers for new literates' 'Adventure and adventurers, fiction'
 'Ballenas' 'Ficción' 'Capitanes de barcos' 'Enfermos mentales'
 'Naufragios' 'Cuentos de mar' 'Novela psicológica' 'Romance literature'
 'Epic literature' 'Adventure fiction' 'Allegories' 'Whalers (Persons)'
 'Drama' 'Revenge' 'Prohibition' 'Achab (Personnage fictif)'
 'Romans, nouvelles' 'Capitaines de navire'
 'Personnes vivant avec un trouble de santé mentale' 'FICTION'
 'Action & Adventure' 'Walfang']",,-0.07526881720430108,846.0
/works/OL45804W,Roald Dahl,Fantastic Mr Fox,718,56,143,3.806451612903226,93,9,6,18,21,39,"['Animals' 'Hunger' 'Open Library Staff Picks' 'Juvenile fiction'
 ""Children's stories, English"" 'Foxes' 'Fiction' 'Zorros'
 'Ficción juvenil' 'Tunnels' 'Interviews' 'Farmers' ""Children's stories""
 'Rats' 'Welsh Authors' 'English Authors' 'Thieves' 'Tricksters' 'Badgers'
 ""Children's fiction"" 'Foxes, fiction' 'Underground' 'Renards'
 'Romans, nouvelles, etc. pour la jeunesse' ""Children's literature""
 'Plays' ""Children's plays"" ""Children's stories, Welsh"" 'Agriculteurs'
 'Large type books' 'Fantasy fiction']",,0.06451612903225806,669.0
/works/OL2897798W,Alan Moore,Watchmen,194,10,164,4.424657534246576,146,1,4,15,38,88,"['Watchmen (Comic strip)' 'Graphic novels' 'Comic books, strips'
 'New York Times bestseller' 'nyt:paperback_graphic_books=2009-03-15'
 'Comics & graphic novels, science fiction' 'Superheroes' 'Crimes against'
 'Comics & graphic novels, superheroes' 'Good and evil' 'Fiction'
 'Bandes dessinées' 'Comicroman' 'Heroes']",,0.4657534246575342,135.0
/works/OL41495W,Madeleine L'Engle,A Wrinkle in Time,753,46,175,3.906542056074767,107,5,7,20,36,39,"['Love' 'sci-fi' 'Newbery Medal' 'Open Library Staff Picks'
 'Juvenile fiction' 'Space and time' 'Fiction' 'Science fiction'
 'Friendship in adolesce' 'Time travel'
 'Murry family (Fictitious character)' 'Brothers and sisters'
 'Extraterrestrial beings' 'Friendship'
 'Science Fiction, Fantasy, & Magic' 'Classics'
 'Spanish: Young Adult (Gr. 10-12)' 'Juvenile Fiction - Classics'
 'Văn học Mĩ' 'Tiểu thuyết' 'Missing persons' 'Gifted children'
 'Newbery Medal books' 'Families' 'Family life' 'Reading Level-Grade 7'
 'Reading Level-Grade 9' 'Reading Level-Grade 8' 'Reading Level-Grade 11'
 'Reading Level-Grade 10' 'Reading Level-Grade 12' ""Children's fiction""
 'Fantasy fiction' 'Murry family (fictitious character), fiction'
 'Fathers and daughters, fiction' 'Friendship, fiction' 'Large type books'
 'Murry family (Fictitious characters)'
 'Adventure and adventurers, fiction' 'American fiction'
 'Moral and ethical aspects' 'Responsibility' 'Decision making'
 'Good and evil' 'A wrinkle in time' 'Espacio y tiempo' 'Novela'
 'Viaje en el tiempo']",,0.06542056074766354,666.5
/works/OL492646W,Rick Riordan,The Sea of Monsters,641,60,224,4.531914893617022,94,1,1,8,21,63,"['Fiction' 'Fantasy' 'Identity' 'Greek Mythology' 'Juvenile fiction'
 'Identity (Philosophical concept)' 'Zeus (Greek deity)'
 'Father-son relationship' 'Hades (Greek deity)' 'Camps' 'Friendship'
 'Poseidon (Greek deity)' ""Children's stories"" 'Camps, fiction'
 'Friendship, fiction' 'Fathers and sons, fiction' ""Children's fiction""
 'Adventure and adventurers' 'Greek Gods' 'Middle school students'
 'Fathers and sons' 'Monsters' 'Gods and goddesses'
 'JUVENILE FICTION / Legends, Myths, Fables'
 'JUVENILE FICTION / Social Themes' 'Fantasy fiction'
 'Voyages and travels' 'nyt:series_books=2007-07-21'
 'New York Times bestseller' 'Large type books' 'Gods, fiction' 'Suspense'
 'Comic books, strips, etc.' 'Adaptations' 'Graphic novels'
 'Comic books, strips, etc.n.' 'Comic books, strips'
 'Translations into Vietnamese' 'American fiction' 'Pictorial works'
 'Cartoons and comics' 'Action & Adventure' 'Legends, Myths, Fables'
 'Greek & Roman' 'Monsters, fiction' 'Animals, mythical, fiction'
 'Adventure and adventurers, fiction' 'Greece, fiction' 'Viajes' 'Amistad'
 'Ficción juvenil' 'Monstruos' 'Quakers' 'Mythologie grecque'
 'Romans, nouvelles, etc. pour la jeunesse' 'Colonies de vacances'
 'Amitié' 'Pères et fils' 'Poséidon (Divinité grecque)'
 'Hadès (Divinité grecque)' 'Zeus (Divinité grecque)' 'Mitología griega'
 'Novela juvenil' 'Dioses griegos' 'Padres e hijos']",,0.5638297872340425,76.0
/works/OL1317211W,Marcus Aurelius,Meditations,748,54,97,3.896103896103896,77,2,7,16,24,28,"['Early works to 1800' 'Philosophy' 'Stoics' 'Classic Literature'
 'Fiction' 'Ethics' 'Conduct of life' 'Life' 'Meditations'
 'Marcus aurelius, emperor of rome, 121-180' 'Philosophy, ancient'
 'Conduct of life, early works to 1800' 'Philosophy and ethics'
 'Boston (mass.), fiction' 'Clergy, fiction' 'Married people, fiction'
 'American fiction (fictional works by one author)'
 'Fiction, historical, general' 'Fiction, psychological'
 'Wood-engraving, German' 'PHILOSOPHY' 'Ethics & Moral Philosophy']",,0.03896103896103896,717.0
/works/OL17714701W,Angie Thomas,The Hate U Give,1965,111,109,4.364583333333333,96,6,2,8,15,65,"['black lives matter' 'Fiction' 'National Book Awards Longlist'
 'Race relations' 'African American teenagers' 'Police shootings'
 'Witnesses' 'Police-community relations' 'Juvenile fiction'
 'YOUNG ADULT FICTION' 'People & Places' 'United States'
 'African American' 'Social Themes' 'Emotions & Feelings'
 'Prejudice & Racism' 'racism' 'young adult' 'social issues' 'teen'
 ""Children's fiction"" 'African americans, fiction'
 'Race relations, fiction' 'nyt:young-adult-hardcover=2017-03-19'
 'New York Times bestseller' 'collectionID:EanesChallenge'
 'YOUNG ADULT FICTION / People & Places / United States / African American'
 'YOUNG ADULT FICTION / Social Themes / Emotions & Feelings'
 'YOUNG ADULT FICTION / Social Themes / Prejudice & Racism']",,0.5104166666666666,102.5
/works/OL278022W,Steven D. Levitt,Freakonomics,621,42,170,3.892086330935252,139,1,14,25,58,41,"['Economics' 'Economics -- Psychological aspects'
 'Economics -- Sociological aspects' 'Finance' 'Nonfiction' 'Sociology'
 'nyt:paperback_business_books=2012-02-25' 'New York Times bestseller'
 'Popular Culture' 'business & economics' 'social science'
 'economics theory' 'psychology' 'Socioeconomic Factors' 'data-mining'
 'high-stakes tests' 'parenting' 'education' 'nominative determinism'
 'collusion' 'Japan Sumo Association' 'real-estate agents'
 'illegal drug trade' 'low earnings' 'crack cocaine'
 'effect of legalized abortion on crime' 'incentives' 'cheating'
 'teachers' 'sumo wrestlers' 'Sociological aspects'
 'Economia (aspectos sociais)' 'Business' 'Economia da informação'
 'Psychological aspects of Economics' 'Économie politique'
 'Aspect psychologique' 'Sociological aspects of Economics'
 'Psychological aspects' 'Economia (aspectos psicológicos)'
 'Aspect sociologique' 'Aspectos sociales' 'Aspectos psicológicos'
 'Economía' 'Reading Level-Grade 7' 'Reading Level-Grade 9'
 'Reading Level-Grade 8' 'Reading Level-Grade 11' 'Reading Level-Grade 10'
 'Reading Level-Grade 12' 'Economics, psychological aspects'
 'Economics, sociological aspects' 'Humor' 'Large type books'
 'Popular culture']","*A Rogue Economist Explores the Hidden Side of Everything*

Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? How did the legalization of abortion affect the rate of violent crime?

These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much-heralded scholar who studies the riddles of everyday life—from cheating and crime to sports and child-rearing—and whose conclusions turn the conventional wisdom on its head.

Freakonomics is a ground-breaking collaboration between Levitt and Stephen J. Dubner, an award-winning author and journalist. They usually begin with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: Freakonomics.

Through forceful storytelling and wry insight, Levitt and Dubner show that economics is, at root, the study of incentives—how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they explore the hidden side of … well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.

What unites all these stories is a belief that the modern world, despite a great deal of complexity and downright deceit, is not impenetrable, is not unknowable, and—if the right questions are asked—is even more intriguing than we think. All it takes is a new way of looking at things.

Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. ButFreakonomics can provide more than that. It will literally redefine the way we view the modern world.

First published in the U.S. in 2005, Freakonomics went on to sell more than 4 million copies around the world, in 35 languages. It also inspired a follow-up book, SuperFreakonomics; a high-profile documentary film; a radio program, and an award-winning blog, which has been called “the most readable economics blog in the universe.”

([source][1])


  [1]: http://freakonomics.com/books/",0.007194244604316547,756.0
/works/OL63073W,Ernest Hemingway,The Old Man and the Sea,1005,60,198,3.879194630872483,149,6,8,33,53,49,"['American Sea stories' 'Male friendship' 'Fishers' 'Fiction in English'
 'Fiction' 'Ameriška književnost' 'American fiction' 'Ancianos'
 'Open Library Staff Picks' 'Fishing stories' 'Pescadores' 'Older men'
 'open_syllabus_project' 'Kratka proza' 'Friendship'
 'Amistad entre hombres' 'Ficción' 'Bildungsromans' 'American literature'
 'Libros en letra grande' 'Alegorías' 'Historias de aventuras' 'Novela'
 'Literatura estadounidense' 'Novela estadounidense'
 'Reading Level-Grade 11' 'Reading Level-Grade 12'
 'American fiction (fictional works by one author)' 'Cuba, fiction'
 'Friendship, fiction' 'Large type books'
 'Old man and the sea (Hemingway, Ernest)' 'Hombres' 'Amistad'
 'Allegories' 'Metaphorical tales']",,0.013422818791946308,755.0
/works/OL76837W,Dan Brown,The Da Vinci Code,1708,118,191,3.903508771929825,114,7,7,22,32,46,"['Suspense & Thriller' 'Spiritual Fiction' 'hieros gamos' 'Priory of Sion'
 'Holy Grail' 'Vitruvian Man' 'Fibonacci sequence' 'safe deposit boxes'
 'mystery & suspense' 'Templars' 'Manuscripts' 'Last Supper in art'
 'Symbolism in architecture' 'suspense fiction' 'adventure fiction'
 'Catholics' 'puzzles' 'International thriller' 'Code and cipher stories'
 'Mystery fiction' 'crimes against art museum curators' 'art appreciation'
 'thrillers' 'suspense' 'Historical Mystery & Detective Fiction'
 'Religious fiction' 'Mystery' 'Aventures' 'Religious articles'
 'Crimes against' 'Romans' 'Appreciation' 'Occultisme'
 'Art museum curators' 'Sociedades secretas' 'Grial' 'Ficción'
 'Robert Langdon (Fictitious character)' 'Novela' 'Powiesc amerykanska'
 'T¿umaczenia polskie' 'Polish language materials' 'Secret societies'
 'Cryptographers' 'Fiction' 'Grail' 'Reading Level-Grade 9'
 'Reading Level-Grade 8' 'Reading Level-Grade 11' 'Reading Level-Grade 10'
 'Reading Level-Grade 12' 'Detective and mystery stories' 'Cryptography'
 'Fictional Works' 'American fiction'
 'Leonardo, da vinci, 1452-1519, fiction' 'Paris (france), fiction'
 'Fiction, mystery & detective, general'
 'Langdon, robert (fictitious character), fiction' 'Fiction, thrillers'
 'Fiction, thrillers, general' 'Large type books' 'Fiction, suspense'
 'Museumsdirektor' 'Bruderschaft' 'Mord' 'Manuscritos' 'Criptografía'
 'Belletristische Darstellung' 'Maria Magdalena' 'New York Times reviewed'
 'Religious' 'General' 'England, fiction' 'Fiction, thrillers, suspense'
 'Chang pian xiao shuo']",,0.08771929824561403,631.0
/works/OL46125W,Isaac Asimov,Foundation,661,44,288,4.088669950738916,203,2,12,39,63,87,"['Psychohistory' 'Open Library Staff Picks' 'Life on other planets'
 'Hari Seldon (Fictitious character)' 'Fiction' 'Science Fiction'
 'Long Now Manual for Civilization' 'Prophecy' 'Historians' 'Robots'
 'Large type books' 'Fiction, science fiction, general'
 'American literature' 'American Fantasy fiction'
 'Translations into Russian' 'Vie extraterrestre' 'Romans, nouvelles'
 'Psychohistoire' 'Science fiction' 'Psychological fiction']",,0.16748768472906403,493.0
/works/OL362427W,William Shakespeare,Romeo and Juliet,1004,75,175,3.626086956521739,115,6,7,41,31,30,"['Bibliography' 'British and irish drama (dramatic works by one author)'
 ""English Children's plays"" 'Classical Literature'
 'Conflicto entre generaciones' 'Conflict of generations' 'courtship'
 'Criticism and interpretation' 'Drama' 'Drama inglés'
 'Dramatic production' 'Enemistad mortal'
 'English drama (collections), early modern and elizabethan, 1500-1600'
 'English literature' 'English literature, study and teaching'
 'English Love stories' 'English Young adult drama' 'Families' 'Fiction'
 'History and criticism' 'Juvenile drama' 'Juvenile literature' 'Juventud'
 'Language and linguistics' 'Literature' 'Love-Romance-Fiction'
 'Love in adolescence' 'Man-woman relationships' 'Married people'
 'open_syllabus_project' 'Performing Arts' 'Plays' 'Quartos'
 'Reading Level-Grade 9' 'Reading Level-Grade 10' 'Reading Level-Grade 11'
 'Reading Level-Grade 12' 'Shakespeare' 'Sources' 'Specimens'
 'Stage history' 'Study guides' 'Suicide' 'Suspense-Fiction' 'Teatro'
 'Tragedias' 'Tragedy' 'Vendetta' 'Youth'
 'Shakespeare, william, 1564-1616'
 'Shakespeare, william, 1564-1616, romeo and juliet'
 'Shakespeare, william, 1564-1616, juvenile literature'
 'Shakespeare, william, 1564-1616, criticism, textual'
 'Shakespeare, william, 1564-1616, outlines, syllabi, etc.'
 'Shakespeare, william, 1564-1616, dramatic production'
 'Shakespeare, william, 1564-1616, stage history'
 'Shakespeare, william, 1564-1616, criticism and interpretation'
 'Drama, british and irish' 'Shakespeare, william, 1564-1616, adaptations'
 'Critique et interprétation' 'Romeo and Juliet (Shakespeare, William)'
 'Romeo (Fictitious character)' 'Juliet (Fictitious character)'
 'English drama' 'Love' 'Adaptations' 'Comics & graphic novels, literary'
 'Drama, collections' 'Translations' 'Tragedies' 'Man-woman relationship'
 'Spanish language' 'Motion picture plays' 'Romeo and Juliet'
 'Traducciones al español' '18.05 English literature' 'Examinations'
 'Fiction, general' 'Vendetta -- Drama' 'Youth -- Drama'
 'Verona (Italy) -- Drama' 'Juliet (Fictitious character) -- Drama'
 'Romeo (Fictitious character) -- Drama'
 'Conflict of generations -- Drama' 'English drama (Tragedy)'
 'Translations into Spanish' 'Early modern and Elizabethan'
 'Teatro inglés (Tragedia)' 'Literatura inglesa' 'Theater' 'Aufführung'
 'Geschichte' 'Drama (dramatic works by one author)'
 'Caricatures and cartoons' 'Cartoons and comics'
 'Caricatures et dessins humoristiques' ""Children's plays""
 'Translations into Tibetan' 'Translations into German'
 'Literature and society' 'History']",,-0.20869565217391303,928.0
/works/OL15719630W,Veronica Roth,Divergent,966,68,212,4.0,128,7,8,23,30,60,"['New York Times bestseller' 'nyt:paperback_books=2012-02-25' 'Families'
 'Family' 'Juvenile fiction' 'Social classes' 'Courage' 'Fiction'
 'Identity' 'Identity (Psychology)' 'Dystopias' ""Children's fiction""
 'Identity, fiction' 'Family, fiction' 'Courage, fiction'
 'Science fiction' 'dystopian' 'young adult' 'dystopian fiction' 'sci-fi'
 'YA' 'dystopian YA' 'bestseller' 'future' 'Family life'
 'Identity (Philosophical concept)' 'YOUNG ADULT FICTION' 'Romance'
 'Individuality' 'Social Themes' 'Values & Virtues'
 'Reading Level-Grade 7' 'Reading Level-Grade 9' 'Reading Level-Grade 8'
 'Reading Level-Grade 11' 'Reading Level-Grade 10'
 'Reading Level-Grade 12' 'Large type books' 'Valentía'
 'Spanish language materials' 'Familia' 'Ficción' 'Clases sociales'
 'Identidad (Psicología)']",,0.171875,485.5
/works/OL46881W,Michael Crichton,Jurassic Park,564,31,150,4.026785714285714,112,2,7,23,34,46,"['dichogamy' 'corporate espionage' 'science fiction' 'cautionary tale'
 'genetic engineering' 'amusement parks' 'dinosaurs' 'chaos theory'
 'Procompsognathus' 'paleontologists' 'paleobotanists' 'theme parks'
 'cloning' 'ancient DNA' 'lysine' 'auxotrophy' 'chaos theorists'
 'complex systems' 'velociraptors' 'backdoor' 'Tyrannosaurus'
 'biotechnologists' 'napalm' 'Clones and cloning' 'Fiction'
 'Large type books' 'Fiction, science fiction, action & adventure'
 'Fiction, technological' 'Fiction, thrillers, general'
 'Jurassic park (imaginary place), fiction'
 'Malcolm, ian (fictitious character), fiction' 'Dinosaurs, fiction'
 ""Children's fiction"" 'Fiction, suspense' 'Zhang pian xiao shuo'
 'Ke xue huan xiang xiao shuo' 'Fiction, thrillers, technological'
 'Dinosaurios' 'Novela' 'Parques de diversiones'
 'Spanish language materials' 'Animal genetic engineering'
 'Suspense fiction' 'Thrillers (Fiction)' 'American fiction'
 'Translations into Chinese' 'Chang pian xiao shuo']","Jurassic Park is a 1990 science fiction novel written by Michael Crichton. A cautionary tale about genetic engineering, it presents the collapse of an amusement park showcasing genetically re-created dinosaurs to illustrate the mathematical concept of chaos theory and its real-world implications. A sequel titled The Lost World, also written by Crichton, was published in 1995. In 1997, both novels were re-published as a single book titled Michael Crichton's Jurassic World. In 1996 it was awarded the Secondary BILBY Award.

Also contained in:
[Congo/Jurassic Park](https://openlibrary.org/works/OL8475707W)
[Michael Crichton's Jurassic World](https://openlibrary.org/works/OL14950507W)",0.125,571.5
/works/OL492647W,Rick Riordan,The Titan's Curse,602,45,204,4.427083333333333,96,2,4,10,15,65,"['nyt:series_books=2007-07-21' 'New York Times bestseller'
 'Fictitious Character' 'Percy Jackson' 'Mount Olympus'
 ""Children's Fiction"" 'Fiction' 'Artemis (Greek deity)' 'Greek Mythology'
 'Juvenile fiction' 'Titans (Mythology)' 'Monsters' 'Mythical Animals'
 'Fantasy fiction' 'Greek Gods' ""Children's stories"" 'Titans (Mythology.)'
 'Fantasy' 'Artemis (Greek deity.)' 'Investigation' 'Missing persons'
 'Legends, Myths, Fables' 'Gods, fiction' 'Mythical animals in fiction'
 'Monsters in fiction' 'Greek mythology in fiction'
 'Animals, mythical, fiction' 'Monsters, fiction' 'Large type books'
 'Young Adult Fiction' 'Cartoons and comics' 'OverDrive'
 'Animales fabulosos' 'Ficción juvenil' 'Mitología griega' 'Monstruos']",,0.5104166666666666,102.5
/works/OL82537W,J. K. Rowling,Harry Potter and the Chamber of Secrets,2516,201,546,4.174050632911392,316,12,5,55,88,156,"['Fantasy fiction' 'school stories' 'Fiction' 'Fantasy'
 'Nestlé Smarties Book Prize winner' 'Juvenile fiction' 'Wizards' 'Magic'
 'Schools' 'Spanish language materials' 'Magia' 'Escuelas'
 'Ficción juvenil' 'Novela fantástica'
 'Hogwarts School of Witchcraft and Wizardry (Imaginary place)'
 'Harry Potter (Fictitious character)' 'Wizards -- Juvenile fiction'
 'Witches'
 'Hogwarts School of Witchcraft and Wizardry (Imaginary organization)'
 'Magos' 'Translations from English' 'Chinese fiction' 'Orphans' 'Aunts'
 'Uncles' 'Cousins' 'Determination (Personality trait) in children'
 'Friendship' 'Potter, Harry (Fictitious character)' 'Witches Fiction'
 'Wizards Fiction' 'Schools Fiction' 'England Fiction'
 'Magic -- Juvenile fiction'
 'Hogwarts School of Witchcraft and Wizardry (Imaginary place) -- Juvenile fiction'
 'Schools -- Juvenile fiction' 'Wizards -- Fiction' 'Magic -- Fiction'
 'Schools -- Fiction' 'England -- Juvenile fiction' 'England -- Fiction'
 'Fantasy & Magic' 'Action & Adventure' 'Witchcraft'
 'Harry Potter (Fictional character)' 'Engels' 'Social Themes'
 'Reading Level-Grade 11' 'Reading Level-Grade 12' 'Schools, fiction'
 'England, fiction' 'Potter, harry (fictitious character), fiction'
 'Hogwarts school of witchcraft and wizardry (imaginary organization), fiction'
 'Wizards, fiction' 'Magic, fiction' ""Children's fiction""
 'Adventure and adventurers, fiction' 'English literature'
 'Fiction, fantasy, general' 'Large type books'
 'Hermione Granger (Fictitious character)'
 'Ron Weasley (Fictitious character)' 'Latin language materials'
 ""Children's stories"" 'Magiciens'
 'Romans, nouvelles, etc. pour la jeunesse' 'Nécromancie' 'Écoles'
 'Potter, Harry (Personnage fictif)' 'Romans, nouvelles' 'Magie' 'Family'
 'Orphans & Foster Homes' 'Magía' 'Novela juvenil' 'Juvenile'
 ""Children's stories, English"" 'Sieg' 'Basilisk' 'Das Böse' 'Das Gute'
 'Internat' 'Lebensgefahr' 'Lebensrettung' 'List' 'Magier' 'Jugendbuch'
 'Kampf' 'Schule' 'Basilisk (Fabeltier)' 'Junge' 'Phönix'
 'Deutschland Grenzschutzkommando Mitte Schule' 'Deutschland'
 'Friendship, fiction'
 'Hogwartes School of Witchcraft and Wizardry (Imaginary place)' 'General'
 'Social Issues' 'Witches, fiction' 'English Fantasy literature'
 'Translations into Marathi']",,0.26582278481012656,341.0
